n_nodes,n_edges,density,n_features,error_share,modularity,n_communities,mean_degree,degree_gini,top_token,top1_prob,logit_entropy,rho_pagerank,rho_w_indeg,rho_w_outdeg,rho_w_totdeg,ov10_pagerank,ov10_w_outdeg,ov10_w_totdeg,slug,category,prompt,correct
1591,63836,0.025234712553712114,1375,0.12067881835323696,0.5085961320494393,9,80.24638592080453,0.5219487149050114,,0.4170317053794861,1.3875183853280126,0.7220603921822061,0.33489635052669486,0.6860352299269737,0.5079631267483405,6,5,5,agpoc-m94-hj328,M,Fact: The number of letters in the word 'tree' is,False
1588,64688,0.025668252282795193,1373,0.12027707808564232,0.502763554076039,8,81.47103274559194,0.5212607222671146,,0.4672873616218567,1.3293376307950096,0.7126347805491381,0.3180370962107656,0.6836283537254488,0.4915185382996459,6,5,6,agpoc-m95-hj328,M,Fact: The number of letters in the word 'book' is,False
1574,62090,0.02507772924776506,1359,0.12134688691232529,0.5020266948303969,9,78.89453621346887,0.5248603648063443,,0.473300576210022,1.3074572588263005,0.7133499293074232,0.33901559941242837,0.6821926326344016,0.5072775057998895,6,5,6,agpoc-m96-hj328,M,Fact: The number of letters in the word 'house' is,False
1587,62549,0.024850793529711375,1371,0.12098298676748583,0.5082468589038829,8,78.82671707624449,0.5231777001386678,,0.4337480664253235,1.3777075505232774,0.7224347955823937,0.34905590422897226,0.6971879665769605,0.5181092361510448,6,5,6,agpoc-m97-hj328,M,Fact: The number of letters in the word 'water' is,False
1614,67153,0.025794524199675654,1399,0.11833952912019827,0.4977431985911706,7,83.21313506815366,0.5199960710409385,,0.47292375564575195,1.3446254562331654,0.7181819281443477,0.3468167592775605,0.688478377960258,0.5169187021122646,6,5,6,agpoc-m98-hj328,M,Fact: The number of letters in the word 'banana' is,False
1594,68543,0.026993488608017667,1379,0.11982434127979925,0.486403820538898,7,86.00125470514429,0.5161342729090501,,0.47085216641426086,1.3447709958133796,0.7141289624455905,0.3477543211089474,0.6806650323230029,0.5201266479821341,6,5,6,agpoc-m99-hj328,M,Fact: The number of letters in the word 'flower' is,False
1589,65303,0.025879670213828383,1375,0.11957205789804909,0.4983897374445503,9,82.19383259911895,0.520971105241542,,0.515343964099884,1.2859176639254004,0.7177671095026635,0.34413311853171713,0.686698426839739,0.5137235013894403,6,4,4,agpoc-m100-hj328,M,Fact: The number of letters in the word 'kitchen' is,False
1601,66570,0.025987663960024984,1384,0.12054965646470955,0.4980663819779457,8,83.16052467207994,0.5215697864964786,,0.4086112678050995,1.4325012242093842,0.7206341954430514,0.35157274619684303,0.6870604598195122,0.5190904263483904,6,5,5,agpoc-m101-hj328,M,Fact: The number of letters in the word 'morning' is,False
1602,68753,0.026806357761729755,1386,0.1198501872659176,0.48998644421867876,9,85.83395755305868,0.5192526657286438,,0.4740684926509857,1.393074506381883,0.7286536516987404,0.34308475082396933,0.6870021486993422,0.5198984463870631,6,5,6,agpoc-m102-hj328,M,Fact: The number of letters in the word 'computer' is,False
1586,64017,0.025466125124810546,1367,0.12295081967213115,0.5011221850618803,9,80.72761664564943,0.5244178224175596,,0.4889799654483795,1.323928503052913,0.7140119952624903,0.32624477868925605,0.6831064637326478,0.4969606628890831,6,5,6,agpoc-m103-hj328,M,Fact: The number of letters in the word 'mountain' is,False
1683,65003,0.022962718038608085,1341,0.1836007130124777,0.48960779105154684,11,77.2465834818776,0.5465577168068727,4,0.46646568179130554,1.2086269520271749,0.68754356822893,0.39621859396443404,0.6203926008541396,0.5413621537139715,8,5,4,agpoc-n104-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'sun' has ,False
1653,55346,0.020267647493954054,1310,0.1881427707199032,0.5056707258692461,11,66.9643073200242,0.5516056947932829,4,0.47094911336898804,1.002568958672577,0.6736772366052709,0.4001559377286233,0.6334033630126207,0.5421548559301476,8,5,4,agpoc-n105-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'tree' has ,True
1700,60644,0.020996433888446492,1358,0.18176470588235294,0.5069630491405485,11,71.34588235294117,0.5425102429996469,4,0.4333246052265167,1.2896307535235605,0.6741413437031801,0.3897834979121088,0.6306852081289154,0.5349354256066725,9,5,3,agpoc-n106-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'book' has ,True
1644,60237,0.022300980492334213,1312,0.1818734793187348,0.49346030349242737,12,73.28102189781022,0.5492573798217236,4,0.5109356641769409,1.2455608458699317,0.6776738955939721,0.41213154496227655,0.6151317356953687,0.5465408776893335,8,4,3,agpoc-n107-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'house' has ,False
1682,66751,0.02360826499712461,1352,0.17717003567181927,0.48646043601660044,11,79.37098692033294,0.5380266139314742,4,0.553193986415863,1.1037566130036869,0.6872546471891271,0.4007633094432811,0.6288586982916665,0.5505648197955891,9,4,3,agpoc-n108-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'water' has ,False
1748,70939,0.023230081250761356,1403,0.17791762013729978,0.4864051190299866,12,81.16590389016018,0.531777220981071,6,0.3545021116733551,1.5118874852987039,0.6690728660107502,0.3927155949823903,0.6315740036892895,0.5465369204310518,9,4,4,agpoc-n109-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'banana' has ,True
1681,64468,0.022827965213450045,1342,0.182034503271862,0.4879501165981542,11,76.70196311719215,0.5441034029232327,6,0.4144335389137268,1.3486252880511747,0.6763879262994695,0.42800002396134856,0.6355542581539542,0.5679364297179995,9,5,3,agpoc-n110-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'flower' has ,True
1676,67637,0.024093256866027857,1340,0.1801909307875895,0.4775660484294104,12,80.71241050119332,0.5446006907645379,7,0.35876357555389404,1.457957941905014,0.6795392894831845,0.4243569108559982,0.6375322938215779,0.5628548717036039,10,3,2,agpoc-n111-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'kitchen' has ,True
1678,69072,0.02454578988104503,1343,0.17938021454112038,0.4825331308848666,11,82.32657926102503,0.544170497117171,6,0.4281828999519348,1.4357636767795958,0.6865795224879365,0.439424320445981,0.6296107548171224,0.5740806450577364,9,5,3,agpoc-n112-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'morning' has ,False
1678,69852,0.024822974791098528,1345,0.17878426698450536,0.4741789824405948,12,83.25625744934446,0.5399888386527019,7,0.30070704221725464,1.5376870392128037,0.6862251224887731,0.41688437900224035,0.6423341489387727,0.5646317810723775,10,4,3,agpoc-n113-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'computer' has ,False
1679,72007,0.025558305961392254,1339,0.1816557474687314,0.47037956181080043,13,85.7736748064324,0.5410920235709663,6,0.3543621897697449,1.6091602693791534,0.6839600811736519,0.41139841104660657,0.6338414742497988,0.5558109794967,9,5,4,agpoc-n114-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'mountain' has ,False
1674,70274,0.0250924622634705,1347,0.17562724014336917,0.4643865311910614,10,83.95937873357228,0.5447574316460345,7,0.4087778627872467,1.3490023755270624,0.6769023910750758,0.4397533667874359,0.6348810450659585,0.5769067746948752,8,3,3,agpoc-n115-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'elephant' has ,False
1689,61768,0.02166513739586227,1342,0.18709295441089402,0.4903911945766021,10,73.14150384843103,0.5490255693510099,3,0.5001557469367981,0.823704372201146,0.6883346843120004,0.4183276924490703,0.6325407337774738,0.566396786462412,8,4,2,agpoc-n116-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'cat' has ,True
1652,53524,0.019624176704117983,1316,0.18462469733656175,0.49826283600110516,12,64.79903147699758,0.5604883546165075,2,0.7498040795326233,0.6403779976992982,0.6493186044631467,0.3875550241694477,0.6088695397934042,0.5266460732904076,8,3,5,agpoc-n117-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'pen' has ,False
1706,59343,0.020401687334334916,1369,0.17878077373974208,0.5032913020195141,12,69.56975381008206,0.5429710013984905,3,0.47930482029914856,1.1133641858290546,0.6794025192972353,0.3978551606605515,0.6234720739990127,0.5393313571901687,9,5,4,agpoc-n118-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'egg' has ,True
1670,59335,0.021288160646950556,1329,0.18562874251497005,0.4837562706419441,12,71.05988023952096,0.5518638866196149,3,0.6651000380516052,0.832195063787239,0.6753806890693512,0.4060508637854256,0.6067424043668691,0.5405351782731325,9,5,5,agpoc-n119-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'ice' has ,True
1666,61992,0.022348398818987054,1327,0.1842737094837935,0.49383639261544715,11,74.4201680672269,0.5461131413463566,3,0.45567581057548523,1.0356654987867786,0.6838361366575736,0.41323185036243754,0.6082299391964089,0.5519826580991761,8,5,3,agpoc-n120-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'fish' has ,False
1686,63252,0.022264696875297,1354,0.17734282325029657,0.4930024023367569,10,75.03202846975088,0.5381166685008258,4,0.5769855380058289,1.1471037588206852,0.6788094433918691,0.3932306875103127,0.6339734241977844,0.5430207166312296,8,4,4,agpoc-n121-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'milk' has ,True
1637,55459,0.020708090564617428,1306,0.1832620647525962,0.5019038220228977,11,67.75687232742823,0.5598992857772515,3,0.5614733099937439,0.8125697196185735,0.6800350783925927,0.4294193998363168,0.6149481003044538,0.5613556094270729,8,4,4,agpoc-n122-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'door' has ,False
1670,63693,0.022851720166617035,1336,0.18083832335329342,0.4822608872589271,11,76.27904191616767,0.5483638065116059,4,0.5300542712211609,0.9972603286651464,0.6851570748563633,0.41540669302189626,0.6184483503306767,0.5515180709819846,8,5,4,agpoc-n123-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'rain' has ,True
1692,65252,0.0228060389239095,1358,0.17789598108747046,0.4818764424465249,11,77.13002364066193,0.5416411880675306,4,0.347488135099411,1.373973695964519,0.6788913319511385,0.42455084434666923,0.636835105856984,0.5664052621125276,9,5,3,agpoc-n124-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'bread' has ,False
1643,57608,0.021353648112577405,1321,0.17650639074863056,0.5033756931754494,11,70.1253804017042,0.5519784037061871,4,0.6086969971656799,1.0315877295734461,0.672893337432591,0.41894239671853933,0.6311733503966844,0.5535506644410182,9,4,3,agpoc-n125-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'chair' has ,False
1671,60280,0.021601321593796248,1337,0.18073010173548773,0.505467983273023,11,72.14841412327948,0.5476437208844265,4,0.5540742874145508,1.1170649882533936,0.6849057636008373,0.39157996479579915,0.6250992820681607,0.5380362163069844,10,4,3,agpoc-n126-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'table' has ,False
1722,68835,0.023227116557709947,1379,0.1794425087108014,0.49097743152949264,10,79.94773519163763,0.5389574220431679,6,0.3167323172092438,1.5277950665771527,0.675996275662308,0.40656805997415557,0.6364961527273151,0.551512795970057,9,5,3,agpoc-n127-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'cloud' has ,False
1666,65728,0.02369524386331109,1322,0.18607442977190877,0.47964216458496184,11,78.90516206482593,0.5480428783002977,6,0.42426201701164246,1.421738939310217,0.6863720849309175,0.42402389391174405,0.6528286580890631,0.5671620875055214,9,4,3,agpoc-n128-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'garden' has ,True
1693,66345,0.02316065735841785,1351,0.18251624335499114,0.48986420091949945,11,78.375664500886,0.5415654721865251,4,0.37496912479400635,1.3938771090335251,0.6916587026630869,0.4227943943926407,0.635722149954912,0.5697550211181139,10,3,3,agpoc-n129-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'window' has ,False
1706,66453,0.02284605308846129,1369,0.17819460726846426,0.48193728842033323,11,77.90504103165298,0.5370313995864365,4,0.43900883197784424,1.3670136938964954,0.6943745304835938,0.4208124702247907,0.6284499277444008,0.5664634726408563,9,4,3,agpoc-n130-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'yellow' has ,False
1656,66528,0.024274267699986866,1317,0.18417874396135267,0.47596792115447734,11,80.34782608695652,0.5470167804105002,6,0.4086860716342926,1.4544916749998922,0.6793402689549506,0.429136426298,0.6326604292167215,0.5633771712761297,10,5,5,agpoc-n131-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'forest' has ,True
1662,69528,0.025185993388350716,1325,0.18231046931407943,0.46813023787840163,11,83.66787003610108,0.5414831877894626,6,0.36204153299331665,1.5177112126810195,0.6805211035431232,0.42519626113263254,0.6289626755511925,0.5644401306885756,9,4,3,agpoc-n132-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'teacher' has ,False
1671,69711,0.024980917876992872,1337,0.17953321364452424,0.48088736138081467,11,83.43626570915619,0.5437464005128603,7,0.39837411046028137,1.3600587649054052,0.6730196562578495,0.4367254168541411,0.637121643361318,0.5719399869258065,9,4,2,agpoc-n133-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'bicycle' has ,True
1675,66565,0.023739724317480698,1335,0.1826865671641791,0.48411702382965716,12,79.48059701492538,0.546675091454767,6,0.4357845187187195,1.396339552127427,0.677595910717184,0.43746050005341136,0.631287301582338,0.5692131714536999,10,3,3,agpoc-n134-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'evening' has ,False
1685,72390,0.025511534639159273,1349,0.17922848664688426,0.467518077507908,11,85.92284866468843,0.5392012766325496,6,0.32615363597869873,1.4883544504509783,0.6908652169843116,0.41734161192535674,0.642369267926786,0.5671784719457355,9,3,2,agpoc-n135-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'library' has ,False
1674,71007,0.025354191705926083,1341,0.17861409796893668,0.4589382556225972,10,84.83512544802868,0.5402628956483483,7,0.36812037229537964,1.5262287525664902,0.6780299783352514,0.41138177823313044,0.6410027747618045,0.5558070826714406,10,4,3,agpoc-n136-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'hospital' has ,False
1706,76066,0.02615093184998264,1367,0.17878077373974208,0.4641403004802313,13,89.1746776084408,0.538241131929947,7,0.3234711289405823,1.5014147705018763,0.6803600454028573,0.4130406135424975,0.6345907001784354,0.5618008222940228,9,3,4,agpoc-n137-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'sunshine' has ,False
1730,73385,0.024533878047720458,1375,0.18497109826589594,0.4798608491592077,12,84.83815028901734,0.5361423736797104,7,0.27874594926834106,1.7514966222565351,0.6852531504749948,0.3988493588264077,0.6388998541318538,0.5529452855969055,8,5,4,agpoc-n138-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'notebook' has ,False
1673,73832,0.02639443797778966,1344,0.17692767483562463,0.45118713397729127,13,88.26300059772863,0.5387994307297024,7,0.34890058636665344,1.4773340012174017,0.6828361858601611,0.4390424780801219,0.6275611943520996,0.5775648224562047,7,4,5,agpoc-n139-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'airplane' has ,False
1709,74032,0.025362353595717944,1380,0.17261556465769456,0.4631476989958802,12,86.6377998829725,0.5367155132763742,7,0.32130634784698486,1.5625515911163743,0.6862586592136554,0.4149069966772811,0.6339706944404713,0.5607490821536599,9,4,5,agpoc-n140-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'breakfast' has ,False
1683,73412,0.02593325010615351,1350,0.17825311942959002,0.4667482000311184,11,87.23945335710042,0.5378585616421393,7,0.3088166117668152,1.5292297037480194,0.6803656273915955,0.43179061765679366,0.6206825755917195,0.5719376380087633,9,3,2,agpoc-n141-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'telephone' has ,False
1694,71017,0.024762355724069735,1356,0.179456906729634,0.46878442554071675,12,83.84533648170012,0.5407283378396569,7,0.301725298166275,1.5996960651332945,0.6849899715827622,0.4180108289628035,0.6347055357002727,0.5616087156495697,8,5,4,agpoc-n142-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'classroom' has ,False
1682,73997,0.02617100545298542,1334,0.18608799048751487,0.46068373565981563,11,87.98692033293698,0.5419623496964406,7,0.33447858691215515,1.481139975327095,0.6928071277964699,0.4233473332199431,0.6453108324501236,0.5681227299395979,10,2,2,agpoc-n143-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'crocodile' has ,False
